"record_code","format_version","submission_date","reporting_agency","release_agency","coordinator","tag_code_or_release_id","tag_type","first_sequential_number","last_sequential_number","related_group_type","related_group_id","species","run","brood_year","first_release_date","last_release_date","release_location_code","hatchery_location_code","stock_location_code","release_stage","rearing_type","study_type","release_strategy","avg_weight","avg_length","study_integrity","cwt_1st_mark","cwt_1st_mark_count","cwt_2nd_mark","cwt_2nd_mark_count","non_cwt_1st_mark","non_cwt_1st_mark_count","non_cwt_2nd_mark","non_cwt_2nd_mark_count","counting_method","tag_loss_rate","tag_loss_days","tag_loss_sample_size","tag_reused","comments","release_location_name","hatchery_location_name","stock_location_name","release_location_state","release_location_rmis_region","release_location_rmis_basin","record_origin","tagged_adclipped","tagged_unclipped","untagged_adclipped","untagged_unclipped","untagged_unknown"
"T",4.2,20140221,"USFWS","USFWS",7,"55064",12,NA,NA,NA,NA,1,7,2009,20091216,20091216,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",28.37,129,"N",5000,77829,0,1605,5000,802,NA,NA,"C",0.01,155,200,"","Resubmited2.21.14Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",77829,1605,802,0,0
"T",4.2,20100930,"USFWS","USFWS",7,"55066",12,NA,NA,NA,NA,1,7,2009,20091216,20091216,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",36.05,140,"N",5000,77238,0,1200,5000,1601,NA,NA,"C",0.02,181,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",77238,1200,1601,0,0
"T",4.2,20120803,"USFWS","USFWS",7,"55384",12,NA,NA,NA,NA,1,3,2010,20110428,20110428,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",4,69,"N",5000,119435,NA,NA,0,358570,NA,NA,"C",0,23,210,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",119435,0,0,358570,0
"T",4.2,20120803,"USFWS","USFWS",7,"55342",12,NA,NA,NA,NA,1,7,2010,20101209,20101209,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",31,124,"N",5000,83981,0,422,NA,NA,NA,NA,"C",0,179,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",83981,422,0,0,0
"T",4.2,20120803,"USFWS","USFWS",7,"55369",12,NA,NA,NA,NA,1,3,2010,20110421,20110421,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",5,73,"N",5000,107520,NA,NA,5000,284,0,323679,"C",0.0026,19,380,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",107520,0,284,323679,0
"T",4.2,20120803,"USFWS","USFWS",7,"55370",12,NA,NA,NA,NA,1,3,2010,20110421,20110421,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",4,74,"N",5000,114941,NA,NA,0,345289,NA,NA,"C",0,20,378,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",114941,0,0,345289,0
"T",4.2,20140616,"USFWS","USFWS",7,"55371",12,NA,NA,NA,NA,1,3,2010,20110524,20110524,"6MOSFSPB NET","6FCSABAT CNFH","6FCSABAT CNFH","P","H","B","FR",7,89,"N",5000,102080,NA,NA,0,306520,NA,NA,"C",0,26,29,"","Off-site release resubmitted 6.16.14","SAN PABLO BAY NET PENS","COLEMAN NFH","COLEMAN NFH","CA","CECA","SFBA","N",102080,0,0,306520,0
"T",4.2,20120803,"USFWS","USFWS",7,"55372",12,NA,NA,NA,NA,1,3,2010,20110421,20110421,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",4,73,"N",5000,107843,NA,NA,0,323813,NA,NA,"C",0,21,385,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",107843,0,0,323813,0
"T",4.2,20120803,"USFWS","USFWS",7,"55373",12,NA,NA,NA,NA,1,3,2010,20110421,20110421,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",5,76,"N",5000,116619,NA,NA,0,350064,NA,NA,"C",0,22,397,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",116619,0,0,350064,0
"T",4.2,20120803,"USFWS","USFWS",7,"55374",12,NA,NA,NA,NA,1,3,2010,20110421,20110421,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",5,73,"N",5000,113603,NA,NA,5000,633,0,342919,"C",0.0055,23,541,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",113603,0,633,342919,0
"T",4.2,20120803,"USFWS","USFWS",7,"55375",12,NA,NA,NA,NA,1,3,2010,20110414,20110414,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",4,69,"N",5000,116346,NA,NA,0,349196,NA,NA,"C",0,15,253,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",116346,0,0,349196,0
"T",4.2,20120803,"USFWS","USFWS",7,"55376",12,NA,NA,NA,NA,1,3,2010,20110414,20110414,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",5,76,"N",5000,112097,NA,NA,0,336585,NA,NA,"C",0,21,417,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",112097,0,0,336585,0
"T",4.2,20120803,"USFWS","USFWS",7,"55377",12,NA,NA,NA,NA,1,3,2010,20110414,20110414,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",4,70,"N",5000,114891,0,236,5000,59,0,346589,"C",0.002,21,1959,"","Production, tag retention data estimated from same day releases","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",114891,236,59,346589,0
"T",4.2,20120803,"USFWS","USFWS",7,"55381",12,NA,NA,NA,NA,1,3,2010,20110414,20110414,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",4,74,"N",5000,113938,0,578,5000,289,0,347004,"C",0.0075,21,399,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",113938,578,289,347004,0
"T",4.2,20120803,"USFWS","USFWS",7,"55382",12,NA,NA,NA,NA,1,3,2010,20110414,20110414,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",5,72,"N",5000,102858,0,481,0,311437,NA,NA,"C",0.0023,21,431,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",102858,481,0,311437,0
"T",4.2,20120803,"USFWS","USFWS",7,"55383",12,NA,NA,NA,NA,1,3,2010,20110428,20110428,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",3,64,"N",5000,101916,NA,NA,0,305862,NA,NA,"C",0,22,391,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",101916,0,0,305862,0
"T",4.2,20120803,"USFWS","USFWS",7,"55385",12,NA,NA,NA,NA,1,3,2010,20110428,20110428,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",4,69,"N",5000,116099,NA,NA,0,348473,NA,NA,"C",0,25,386,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",116099,0,0,348473,0
"T",4.2,20120803,"USFWS","USFWS",7,"55386",12,NA,NA,NA,NA,1,3,2010,20110428,20110428,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",3,67,"N",5000,116363,NA,NA,0,349515,NA,NA,"C",0,23,292,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",116363,0,0,349515,0
"T",4.2,20120803,"USFWS","USFWS",7,"55387",12,NA,NA,NA,NA,1,3,2010,20110428,20110428,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",3,66,"N",5000,109050,NA,NA,0,327457,NA,NA,"C",0,21,393,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",109050,0,0,327457,0
"T",4.2,20120803,"USFWS","USFWS",7,"55388",12,NA,NA,NA,NA,1,3,2010,20110428,20110428,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",4,71,"N",5000,111886,NA,NA,0,335955,NA,NA,"C",0,19,404,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",111886,0,0,335955,0
"T",4.2,20120803,"USFWS","USFWS",7,"55389",12,NA,NA,NA,NA,1,3,2010,20110428,20110428,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",4,73,"N",5000,120305,NA,NA,5000,299,0,362276,"C",0.0025,20,403,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",120305,0,299,362276,0
"T",4.2,20120803,"USFWS","USFWS",7,"55390",12,NA,NA,NA,NA,1,3,2010,20110428,20110428,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",4,71,"N",5000,118874,NA,NA,5000,603,0,358670,"C",0.0051,15,396,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",118874,0,603,358670,0
"T",4.2,20120803,"USFWS","USFWS",7,"55392",12,NA,NA,NA,NA,1,3,2010,20110422,20110422,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",4,67,"N",5000,114286,NA,NA,0,343152,NA,NA,"C",0,25,348,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",114286,0,0,343152,0
"T",4.2,20120803,"USFWS","USFWS",7,"55393",12,NA,NA,NA,NA,1,3,2010,20110422,20110422,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",4,69,"N",5000,119307,0,834,0,360676,NA,NA,"C",0,29,144,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",119307,834,0,360676,0
"T",4.2,20120803,"USFWS","USFWS",7,"55394",12,NA,NA,NA,NA,1,3,2010,20110422,20110422,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",4,69,"N",5000,110103,NA,NA,0,330610,NA,NA,"C",0,31,348,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",110103,0,0,330610,0
"T",4.2,20120803,"USFWS","USFWS",7,"55395",12,NA,NA,NA,NA,1,3,2010,20110422,20110422,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",4,69,"N",5000,122856,NA,NA,0,368790,NA,NA,"C",0,14,398,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",122856,0,0,368790,0
"T",4.2,20120803,"USFWS","USFWS",7,"55396",12,NA,NA,NA,NA,1,3,2010,20110422,20110422,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","P","H","P","FR",4,68,"N",5000,117642,NA,NA,0,353084,NA,NA,"C",0,16,341,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",117642,0,0,353084,0
"T",4.2,20120803,"USFWS","USFWS",7,"55336",12,NA,NA,NA,NA,1,7,2010,20101209,20101209,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",24,128,"N",5000,82205,NA,NA,5000,830,NA,NA,"C",0.01,188,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",82205,0,830,0,0
"T",4.2,20120803,"USFWS","USFWS",7,"55337",12,NA,NA,NA,NA,1,7,2010,20101209,20101209,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",28,137,"N",5000,76034,0,392,5000,1568,0,392,"C",0.025,186,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",76034,392,1568,392,0
"T",4.2,20120803,"USFWS","USFWS",7,"55338",12,NA,NA,NA,NA,1,7,2010,20101209,20101209,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",29,126,"N",5000,78771,0,398,5000,398,NA,NA,"C",0.005,183,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",78771,398,398,0,0
"T",4.2,20120803,"USFWS","USFWS",7,"55339",12,NA,NA,NA,NA,1,7,2010,20101221,20101221,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR",26,144,"N",5000,75790,NA,NA,5000,381,NA,NA,"C",0.005,192,200,"","Spring Surrogate","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",75790,0,381,0,0
"T",4.2,20120803,"USFWS","USFWS",7,"55340",12,NA,NA,NA,NA,1,7,2010,20101209,20101209,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",27,134,"N",5000,79376,0,1227,5000,1227,NA,NA,"C",0.015,181,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",79376,1227,1227,0,0
"T",4.2,20120803,"USFWS","USFWS",7,"55341",12,NA,NA,NA,NA,1,7,2010,20110114,20110114,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR",30,142,"N",5000,78428,0,400,5000,1200,NA,NA,"C",0.015,215,200,"","Spring Surrogate","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",78428,400,1200,0,0
"T",4.2,20120803,"USFWS","USFWS",7,"55344",12,NA,NA,NA,NA,1,7,2010,20110114,20110114,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","B","FR",31,144,"N",5000,76073,NA,NA,5000,768,NA,NA,"C",0.01,210,200,"","Spring Surrogate","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",76073,0,768,0,0
"T",4.2,20120803,"USFWS","USFWS",7,"55345",12,NA,NA,NA,NA,1,7,2010,20101209,20101209,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",30,123,"N",5000,75947,0,779,5000,1168,NA,NA,"C",0.015,174,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",75947,779,1168,0,0
"T",4.2,20120803,"USFWS","USFWS",7,"55346",12,NA,NA,NA,NA,1,7,2010,20101209,20101209,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",33,112,"N",5000,78138,NA,NA,5000,789,NA,NA,"C",0.01,173,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",78138,0,789,0,0
"T",4.2,20120803,"USFWS","USFWS",7,"55347",12,NA,NA,NA,NA,1,7,2010,20101209,20101209,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",30,123,"N",5000,60391,0,321,5000,1606,0,1927,"C",0.055,162,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",60391,321,1606,1927,0
"T",4.2,20120803,"USFWS","USFWS",7,"55348",12,NA,NA,NA,NA,1,7,2010,20101209,20101209,"6FCSABAT CNFH","6FCSABAT CNFH","6FCSABAT CNFH","S","H","P","FR",30,117,"N",5000,70276,0,756,5000,3023,0,1511,"C",0.06,161,200,"","Production","COLEMAN NFH","COLEMAN NFH","COLEMAN NFH","CA","SAFA","SACR","N",70276,756,3023,1511,0
"T",4.2,20140616,"USFWS","USFWS",7,"55391",12,NA,NA,NA,NA,1,3,2010,20110525,20110526,"6MOSFSPB NET","6FCSABAT CNFH","6FCSABAT CNFH","P","H","B","FR",10,86,"N",5000,118990,NA,NA,0,357168,NA,NA,"C",0,30,383,"","Off-st relse; 338,837 rel  5/25/10  137,321 rel  5/26/10 Resub 6.4/16","SAN PABLO BAY NET PENS","COLEMAN NFH","COLEMAN NFH","CA","CECA","SFBA","N",118990,0,0,357168,0
